label,youtube_id,time_start,time_end,split
vacuuming car,1sdOS2JEsT4,115,125,train
playing shuffleboard,1t6ixjgnM14,3,13,train
seasoning food,1thmgiD1VCk,44,54,train
saluting,1tro4ebyaKQ,0,10,train
dealing cards,1uGso-5Mbq8,155,165,train
coloring in,1uP3sjSd294,285,295,train
stacking dice,1v-TcmFq87A,70,80,train
base jumping,1vTO_Pckli0,261,271,train
square dancing,1vdEB6RdFpA,145,155,train
decoupage,1w6ZhBQeUDc,146,156,train
decoupage,1wIFFXodyCI,545,555,train
picking blueberries,1waVIrHXTsA,39,49,train
grooming cat,1wuOb8_djAI,4,14,train
scrubbing face,1x38tJ08MG4,114,124,train
waxing armpits,1xfQk8tWJLg,63,73,train
stacking dice,1yBQDmefdAs,0,10,train
calculating,1yEzBWLNFrc,196,206,train
tasting wine,1zBUyEl_0H4,108,118,train
waxing armpits,1zqs4IZMy7g,0,10,train
poaching eggs,2-09vZifiPc,77,87,train
playing rounders,2-JLDNpBKyA,0,10,train
opening coconuts,2-cVomS_Ar8,63,73,train
milking goat,2-h5YBK5AEM,10,20,train
listening with headphones,2-hhkrmx_-o,264,274,train
vacuuming car,2-jRImmgCHk,43,53,train
steering car,2-l8hVgxAq0,23,33,train
carving marble,2-vy6fapp8U,293,303,train
eating nachos,20ouUZoCKw0,369,379,train
opening coconuts,20v1QdVOydk,46,56,train
swimming with sharks,211gBbihMik,40,50,train
pouring wine,21BRhkEzZiI,13,23,train
curling eyelashes,21EldldDPcs,8,18,train
photobombing,21c_HHJZ7d8,20,30,train
playing with trains,220dg9oZSzs,140,150,train
playing piccolo,227J-wpZnV4,536,546,train
letting go of balloon,22LTRoISYhI,65,75,train
opening coconuts,22ZkaRl90h8,0,10,train
polishing furniture,22klzgWaqK8,7,17,train
lighting candle,22wv_xCmMvY,0,10,train
picking blueberries,23BIYAuDZSA,127,137,train
decoupage,23C4S1Lu7aQ,436,446,train
scrubbing face,23nA6bMwxB4,1,11,train
brushing floor,24DYl8Se5H4,0,10,train
decoupage,252uFeUnT6g,274,284,train
steering car,2597PDqYFac,0,10,train
opening coconuts,25f3NzjZQic,63,73,train
brushing floor,25h5nBBHVNA,7,17,train
playing shuffleboard,25iu3V7fKGs,26,36,train
calculating,2607P3D8oQo,13,23,train
blending fruit,26XYg4IsLEU,28,38,train
home roasting coffee,27-BSJxQSGA,20,30,train
pulling rope (game),27aIfkjkqjI,8,18,train
swimming with sharks,27bVJDy2kC0,166,176,train
looking in mirror,27ceJ7-_pAY,15,25,train
steer roping,288b9WMSwIs,1,11,train
letting go of balloon,28EvFS3YGLI,55,65,train
adjusting glasses,28YzgVXBW-0,112,122,train
shoot dance,290_HEQgTcQ,109,119,train
baby waking up,2922D-5JqIU,39,49,train
waxing armpits,29TwspHxidM,84,94,train
opening coconuts,29XqZ879SzY,72,82,train
passing American football (in game),29YNu7jrWrE,12,22,train
putting on sari,2Adbhq-LyqQ,74,84,train
shooting off fireworks,2AiOSetKCvo,0,10,train
steering car,2Am-XmHFoQM,0,10,train
letting go of balloon,2BJV7nhqIO4,20,30,train
pulling rope (game),2Bp7zKX0BUI,19,29,train
pulling rope (game),2BqOPtI6OJM,11,21,train
filling cake,2C0x4ggullo,0,10,train
stacking dice,2CAI8DdvPQo,84,94,train
poaching eggs,2CVxifmTakg,99,109,train
taking photo,2GC9Q7eWnTc,47,57,train
filling cake,2GDsRuWkZYA,481,491,train
surveying,2GI--AGglhA,5,15,train
tossing salad,2GNJa6zvtw8,18,28,train
pouring milk,2GPNTimrj2U,0,10,train
pulling rope (game),2GlILNR8tlM,0,10,train
dealing cards,2GoCFRY-sqU,0,10,train
polishing furniture,2HjxHtPkb0I,4,14,train
swimming with sharks,2I67guqZaIY,99,109,train
saluting,2I7voKyRq6I,37,47,train
filling cake,2J6YKW5bpS4,40,50,train
herding cattle,2JF5bDhHGJ0,130,140,train
scrapbooking,2JaDN449MZU,20,30,train
grinding meat,2Kc8c86zXQg,57,67,train
saluting,2LyNUaF2DLQ,0,10,train
metal detecting,2MY3owjDhs4,0,10,train
curling eyelashes,2NMl_DFVmys,65,75,train
coloring in,2NnHVoNdOvw,28,38,train
playing piccolo,2ORT0FBec-U,700,710,train
sausage making,2OeVHpIrJ0I,92,102,train
passing American football (in game),2Oj6A5H5Yi8,0,10,train
sucking lolly,2OnDCsBspws,0,10,train
herding cattle,2OoY2KeVKxo,0,10,train
polishing furniture,2PBGzHLyMIU,160,170,train
playing nose flute,2PLUr-8qDgk,13,23,train
squeezing orange,2PLz6GN5_-Y,45,55,train
brushing floor,2PcEKl1HphM,0,10,train
opening coconuts,2Pivbg0WVzs,29,39,train
decoupage,2PxdDS2NngU,704,714,train
shooting off fireworks,2PydGrt3EAg,0,10,train
shooting off fireworks,2Q711p_4lwU,26,36,train
petting horse,2QC_G-DfIZs,0,10,train
capsizing,2RDkXVsJ5No,76,86,train
herding cattle,2T-1Sj7hONk,0,10,train
entering church,2TXsT3gAO6g,0,10,train
tossing salad,2TyQyZ2duro,27,37,train
eating nachos,2UQZx1GJOEQ,135,145,train
playing nose flute,2Ugc3td0Nbk,0,10,train
stacking dice,2V8IiznJddQ,22,32,train
filling cake,2VBFPC9ZAw0,0,10,train
filling eyebrows,2VHNjV7Kr9c,194,204,train
brushing floor,2VJihRIPUvs,0,10,train
decoupage,2VVHtuQXi8U,40,50,train
scrapbooking,2VcM88mz2MA,94,104,train
tiptoeing,2W3Oan2QfgM,68,78,train
steer roping,2WNQNKKiWXk,1,11,train
pouring milk,2WWwNveNFvI,16,26,train
pulling rope (game),2Wezrh_Q68Y,0,10,train
stacking dice,2WilcB5GHZc,223,233,train
playing rounders,2Wj6hlG4g1Y,0,10,train
shoot dance,2WkXBGOCdCc,28,38,train
entering church,2XabNb4tfVM,54,64,train
being in zero gravity,2ZCACkr8Xp8,0,10,train
scrapbooking,2ZEjD21XpSc,86,96,train
swimming with sharks,2ZPm2WyWqSM,0,10,train
scrapbooking,2ZgU9YqJOOM,0,10,train
saluting,2ZoBVgWAV38,43,53,train
jumping sofa,2_-luFF1LbI,0,10,train
playing with trains,2_Da2cJ9Mqg,0,10,train
photobombing,2_LXIgensUE,25,35,train
playing road hockey,2_UYlm5gNEc,0,10,train
filling cake,2_ha2zIY3Ns,531,541,train
filling cake,2aZ0cAqtlqQ,58,68,train
waxing armpits,2aZRKYtJMwg,102,112,train
pulling rope (game),2anh_swjvBQ,15,25,train
playing mahjong,2cC-h-kuqPw,59,69,train
playing road hockey,2cKie4J9a2w,270,280,train
home roasting coffee,2cQYafkN_JY,276,286,train
playing piccolo,2cUsFddvUYI,71,81,train
steering car,2dvyES-Wcs0,0,10,train
letting go of balloon,2e1cxhehEQ8,59,69,train
stacking dice,2eEygssDwFw,0,10,train
pouring wine,2eJ8ES6lH-Y,0,10,train
looking in mirror,2eM7dYnlgO4,0,10,train
carving marble,2euvIzAEfCM,0,10,train
swimming with sharks,2fFA3rlErKE,14,24,train
uncorking champagne,2fJy99NKpho,0,10,train
pulling rope (game),2faJVwkrQUk,0,10,train
curling eyelashes,2fx7Hu1zKDM,342,352,train
scrapbooking,2gd6Ge_G-XE,19,29,train
steering car,2gsLxMZXI7k,0,10,train
calculating,2gtN2bfsEOM,28,38,train
dealing cards,2gwv0XLIxL0,58,68,train
closing door,2hXv4rz1PE4,0,10,train
steer roping,2hz0KsyEovQ,19,29,train
steer roping,2i9iCiOwcQA,6,16,train
putting wallpaper on wall,2iRtYTpL4og,117,127,train
uncorking champagne,2iqxEI2FjPQ,18,28,train
carving marble,2kiRILiEUFo,42,52,train
dealing cards,2ktY3sFgXL8,481,491,train
scrubbing face,2lC5Ufut04E,91,101,train
playing nose flute,2lReOoAFCgM,3,13,train
changing gear in car,2lze2TRNHng,16,26,train
decoupage,2ms30gi73Nk,597,607,train
closing door,2nwykbO_ong,0,10,train
milking goat,2oQTU_rSImw,20,30,train
playing piccolo,2pNAAmT3k3Q,125,135,train
doing sudoku,2pSe0vMhnIE,656,666,train
base jumping,2pt9vt1J-Qw,0,10,train
shredding paper,2rEmYjbH2nQ,17,27,train
sieving,2rq76qGa-5k,33,43,train
mixing colours,2rxr0XANIs8,201,211,train
card stacking,2sfdaSk7Y7I,55,65,train
squeezing orange,2tdw1g3kJwo,105,115,train
putting on sari,2ttsZtaj5Rw,180,190,train
stacking dice,2uG_hSOBB4Q,102,112,train
waxing armpits,2uPsfo-lnns,19,29,train
pulling rope (game),2uSESJDcUpc,58,68,train
brushing floor,2uc8EbT917k,8,18,train
seasoning food,2ulBuVuuvyA,607,617,train
gospel singing in church,2vXMtbZCNjs,189,199,train
pulling rope (game),2vmROzVmAjg,34,44,train
shredding paper,2wKIU5jeUp8,0,10,train
carrying weight,2xCqUUZ8hjM,40,50,train
bending back,2y_M0IcuGU8,11,21,train
steer roping,2ycNZarMgBk,0,10,train
jumping sofa,2ytpL7J_5UM,720,730,train
scrapbooking,2z2GFslMKvU,137,147,train
vacuuming car,2zPLvUxbnNI,39,49,train
saluting,2zjDqGC4BMI,10,20,train
playing nose flute,3-bN_OAEKeo,35,45,train
jumping sofa,3-rJH-0VHpU,11,21,train
brushing floor,30afhkZPzO4,12,22,train
shoot dance,30czHf3GuJo,0,10,train
milking goat,30y0KYni7vU,9,19,train
twiddling fingers,32NXgbgZw-g,2,12,train
carving marble,32W_ldu7_T8,0,10,train
tossing salad,32i_6f-gNco,46,56,train
pouring milk,32lZcdPBemw,0,10,train
squeezing orange,338n3X1nLPI,224,234,train
treating wood,33OK4jwyBOg,0,10,train
pulling rope (game),33SjEi9LEp8,0,10,train
looking in mirror,33oNM9i200U,0,10,train
making slime,33os-4bawCk,423,433,train
stacking dice,34K6wLl83tk,0,10,train
carving marble,35GcwneB_FA,67,77,train
doing sudoku,35XeOZEjpVU,441,451,train
filling cake,35efTPJ8sjU,97,107,train
carving marble,36GNR-MbGXU,0,10,train
looking in mirror,36vjQwEfBHk,0,10,train
mixing colours,3775VOWztYc,1380,1390,train
adjusting glasses,379DM6wRfes,62,72,train
home roasting coffee,37EuAbKWb5c,101,111,train
waxing armpits,38FN1jT-39Y,196,206,train
opening coconuts,39EhA20mPqE,0,10,train
coloring in,39Z1LD4kNJE,0,10,train
filling cake,3A8RDROZYNI,247,257,train
pulling rope (game),3AlPrkHcbaM,0,10,train
base jumping,3AtAMgrOwJc,143,153,train
carving marble,3CWxCLr3Xbk,11,21,train
vacuuming car,3CXrf9kxBeY,106,116,train
swimming with sharks,3Ci2HoPB0P0,0,10,train
seasoning food,3CzHxqXT0UM,17,27,train
pulling rope (game),3DUk4j0hRPo,14,24,train
playing rounders,3DY3Dho-rQ0,0,10,train
eating nachos,3E6pels3WnI,0,10,train
closing door,3EFgRfEDATQ,15,25,train
spinning plates,3EPY_TasoNw,2,12,train
ski ballet,3ES_hn_yScw,0,10,train
base jumping,3EVlSP63wtU,17,27,train
vacuuming car,3Ej13yLEZbc,0,10,train
blending fruit,3EocdFoaJ2k,26,36,train
putting wallpaper on wall,3FiclEY24fk,15,25,train
playing rounders,3Fj-_xFoj0E,0,10,train
combing hair,3G-vEmbPRA0,193,203,train
eating nachos,3Gd1fX7-mQE,25,35,train
looking in mirror,3H9PFjRLeNc,64,74,train
opening coconuts,3HPJd8e4W-k,58,68,train
jumping sofa,3HStmcfe6bk,0,10,train
putting wallpaper on wall,3HhGS_6q4-o,202,212,train
filling eyebrows,3HpKEROguG4,78,88,train
grooming cat,3IDLEsvI35Y,0,10,train
vacuuming car,3IT8_PQ3it0,19,29,train
treating wood,3InjkaZG1gQ,292,302,train
answering questions,3JQ9k3hAAHo,16,26,train
playing piccolo,3JV7fW_-euA,0,10,train
swimming with sharks,3JsWfV4R7Is,0,10,train
pulling rope (game),3K8mrfeJ4oc,2,12,train
blending fruit,3Kcjv1x2Lis,52,62,train
pouring milk,3KmnpSd_I6Y,85,95,train
ski ballet,3KnzvoKrElA,0,10,train
treating wood,3LMO9AmbY5w,0,10,train
steering car,3LjOE4DOxhA,0,10,train
playing rounders,3LukJdppgks,29,39,train
filling eyebrows,3NOd0TUPSUY,149,159,train
pulling rope (game),3NpHt36GXrw,18,28,train
playing rounders,3NxM2ta_pZI,23,33,train
laying decking,3Op004kK_Ko,81,91,train
photobombing,3P0mVEeMRNo,10,20,train
calculating,3POZ1KFpn3g,166,176,train
doing sudoku,3PXHq4qA25c,549,559,train
closing door,3PYqDoZOzJQ,8,18,train
cutting cake,3Q9jMSyZ_ro,80,90,train
pulling espresso shot,3R6AJMWqHbk,37,47,train
being in zero gravity,3R7iMv2GXHI,8,18,train
steering car,3SA6b-ACn-I,0,10,train
seasoning food,3SK7cG94dfI,39,49,train
playing road hockey,3SNtaMOZR7c,14,24,train
brushing floor,3T9uhVxN63U,16,26,train
base jumping,3TGzMfM7wN8,0,10,train
listening with headphones,3U6GeRyPEjs,43,53,train
combing hair,3UqrN6Fc4q8,89,99,train
laying stone,3Uqrzt36-F0,24,34,train
playing nose flute,3V8esIt1OLw,27,37,train
cutting cake,3VNlDO_aL8w,0,10,train
stacking dice,3VOyl8qfZ0g,0,10,train
twiddling fingers,3VrtHlk8jGE,8,18,train
scrapbooking,3VwK6K2UmHU,23,33,train
vacuuming car,3VyFXobiuBw,0,10,train
spinning plates,3W5e_7QzOnw,48,58,train
decoupage,3WYJEKRLiZ4,893,903,train
gospel singing in church,3WoRMVsBAsE,50,60,train
laying stone,3WpjTuQcZTE,145,155,train
waxing armpits,3WybCMSYi7o,2,12,train
twiddling fingers,3X0xuqAVFHA,44,54,train
steer roping,3XLn5EHe_Xo,0,10,train
making slime,3Xjc_y6ljBo,76,86,train
pouring wine,3Xv507VLkPA,77,87,train
closing door,3XxW4RnboBs,22,32,train
playing mahjong,3YJfM9lheCg,3428,3438,train
applying cream,3YLm0N3Rcy0,2,12,train
opening coconuts,3YaexVDlUls,25,35,train
square dancing,3YkdS-LTPbo,0,10,train
sucking lolly,3YmOOoAwUZ8,0,10,train
pulling espresso shot,3ZLlHkBatpI,29,39,train
mixing colours,3ZziJOCWYpc,237,247,train
swimming with sharks,3_deqxHXTsI,0,10,train
stacking dice,3_jeCb-vMOk,242,252,train
spinning plates,3_mrtSjmAnQ,9,19,train
pouring wine,3_qpzxnc-GM,521,531,train
swimming with sharks,3a0-3FBFyeI,87,97,train
making slime,3aIn_eLK42Q,350,360,train
base jumping,3aaXoRr1Hpg,0,10,train
pulling rope (game),3b101GlOsWs,0,10,train
playing shuffleboard,3bhYalj89H0,99,109,train
spinning plates,3bqe4C0by18,11,21,train
poaching eggs,3c-XkCcGBzY,201,211,train
decoupage,3c-YITG5Ck4,146,156,train
brushing floor,3dBms2UI-xk,57,67,train
waxing armpits,3dRajJ5DTf8,226,236,train
scrapbooking,3dTxR64Ap-g,110,120,train
decoupage,3fNQ27b0-T8,34,44,train
scrapbooking,3fWAKC4w6XQ,0,10,train
waxing armpits,3fX5umvT3_c,0,10,train
playing piccolo,3feCGLu6rZw,212,222,train
testifying,3gk5GW4Ocsk,39,49,train
jumping sofa,3go_IHCIPlE,0,10,train
assembling bicycle,3hqW8NGF3ck,156,166,train
playing rounders,3hxMYWX6we0,9,19,train
shoot dance,3icF9pXOBsY,0,10,train
threading needle,3ih6Vq0QYD8,151,161,train
twiddling fingers,3j9NPhj5Hew,0,10,train
putting on sari,3jDQZdc-k4k,110,120,train
saluting,3jnBGz2VRBI,14,24,train
listening with headphones,3ju5kIcLxzw,138,148,train
vacuuming car,3k11owxu-pE,105,115,train
playing rounders,3l3E1ejN81s,0,10,train
blending fruit,3l7AdbZeIus,186,196,train
curling eyelashes,3lBAMIa3ot4,117,127,train
taking photo,3lM4_vcG3lc,303,313,train
poaching eggs,3lSCRMrVl5Q,5,15,train
swimming with sharks,3l_KKQfl1qQ,0,10,train
saluting,3l_RC66B6vY,59,69,train
doing sudoku,3m2zUAUNpO4,0,10,train
coloring in,3mciCsseEKU,0,10,train
punching person (boxing),3mf_2NG2BlI,68,78,train
looking in mirror,3n-F__UBZRQ,58,68,train
playing nose flute,3nCbzuxD6Q0,1,11,train
chiseling wood,3nQxKNhNfmk,0,10,train
spinning plates,3nYMcJW6Dh8,34,44,train
opening coconuts,3nlOKFx6ts8,18,28,train
stacking dice,3onVmqL2oMw,77,87,train
pulling rope (game),3p3RLpv2RLo,0,10,train
pulling rope (game),3p3dou8Gphs,0,10,train
letting go of balloon,3pVyBpg9Owk,47,57,train
mixing colours,3q9Zhcouww0,453,463,train
dealing cards,3qElKWGvlMA,36,46,train
putting on sari,3qi8_oMmwP8,138,148,train
playing rounders,3ql2GlfLAVU,0,10,train
photobombing,3r0mSoC19zA,15,25,train
playing shuffleboard,3r4plvFe5ws,0,10,train
playing mahjong,3rOXh4QOznI,14,24,train
playing shuffleboard,3rbK8iJESew,30,40,train
dealing cards,3rcXLh7syYk,11,21,train
jumping sofa,3sardKMgzvg,52,62,train
playing mahjong,3stoFibSl04,50,60,train
baby waking up,3sy2o_PxfwA,57,67,train
eating nachos,3tC1v0YyvKo,133,143,train
opening coconuts,3u11xNPLEII,39,49,train
putting on sari,3uB2Am-pMBw,0,10,train
waxing armpits,3uBKYhybV04,305,315,train
pulling rope (game),3uJjdHycOlw,0,10,train
sausage making,3u_IDxajfhU,119,129,train
pouring wine,3ugNsMehryE,472,482,train
using atm,3vCITdKy5Zo,0,10,train
pulling rope (game),3vJ0u2CUOGo,9,19,train
sausage making,3vSwogt8yJc,0,10,train
shoot dance,3vorh3MIl7Y,0,10,train
cutting cake,3vqfL-WlT-8,54,64,train
assembling bicycle,3wCZYew0ByY,109,119,train
opening coconuts,3wIcg0hMrwE,22,32,train
brushing floor,3x6GAY2UOpI,36,46,train
pouring wine,3x8DbnNf2CY,0,10,train
putting wallpaper on wall,3xOeXY2i1iM,48,58,train
doing sudoku,3xS9-mc0t_A,142,152,train
putting on sari,3xlzgyZgCCo,174,184,train
picking blueberries,3ydSHKhWHJk,159,169,train
pulling espresso shot,3ykpypIHN9M,90,100,train
steer roping,3yptkbMC62k,0,10,train
doing sudoku,4-0K3grpTyY,484,494,train
luge,4-34NkjZJyY,36,46,train
treating wood,4-a7KD7W4ZE,149,159,train
carrying weight,4-djRppD20k,8,18,train
carving wood with a knife,4-eg1WaH5V8,90,100,train
shopping,40G7-wQdaio,22,32,train
playing road hockey,40GaEFOKqCk,1418,1428,train
laying stone,40mMMEmgKog,23,33,train
closing door,40rVPlww4bE,0,10,train
stacking dice,41j8FlgIfZs,0,10,train
pulling rope (game),42K_6ism1Ng,22,32,train
treating wood,42UA5xxVhbA,42,52,train
delivering mail,42YSKjpgQdg,35,45,train
polishing furniture,42kKdn_Xus0,124,134,train
peeling banana,437HSOSK0tQ,42,52,train
card stacking,43FnJhP-_gg,328,338,train
steer roping,43M4Ul3fJbI,0,10,train
scrapbooking,43_MNlg7k58,0,10,train
jumping sofa,44-Ruehe--Y,0,10,train
entering church,443IYJNHhSQ,0,10,train
filling eyebrows,444WCLhtyyY,106,116,train
playing piccolo,44B9QRFadu8,0,10,train
testifying,44aweMHABkw,968,978,train
letting go of balloon,44n6p5GKWuE,0,10,train
waxing armpits,45MBb0SSYSw,0,10,train
tossing salad,45YM-g30r-k,146,156,train
chiseling stone,45Z-tJ2lpxs,11,21,train
filling cake,46TKWOmaoIY,15,25,train
stacking dice,46Yycdh7pDI,0,10,train
delivering mail,46ZI5F8p0_Q,9,19,train
calculating,46_wtEK-SCg,308,318,train
curling eyelashes,46rpTs555Pc,15,25,train
vacuuming car,47dmgYXQ6x8,212,222,train
scrubbing face,47kOqnPoYtE,0,10,train
ski ballet,47sYcbXNAA8,159,169,train
pulling espresso shot,47xF7HXo3vc,134,144,train
peeling banana,485Df1epZno,241,251,train
using atm,48FdWuZ5h8E,140,150,train
scrapbooking,48fucjx-wSM,46,56,train
steering car,48qStASwEac,329,339,train
jumping sofa,48yq38hnnto,0,10,train
closing door,49Qr45UtYSA,0,10,train
square dancing,49d2jphPZlk,50,60,train
letting go of balloon,49dWWVwFH5Q,8,18,train
scrubbing face,49xZUxfJhlg,49,59,train
dealing cards,4BxgF-CwGf8,463,473,train
dealing cards,4C4ove-oCsU,99,109,train
decoupage,4CSpZtrUnvM,453,463,train
shoot dance,4CcsRNPWvpM,0,10,train
dealing cards,4CobFUjpsUk,503,513,train
playing road hockey,4Cv9zs3ZPSQ,0,10,train
saluting,4CyNB9dUEfI,4,14,train
surveying,4CyllrF2juM,130,140,train
sausage making,4D2IX3wBSMw,124,134,train
pulling rope (game),4DBzgZVq0Ws,52,62,train
scrapbooking,4DbB9OKCBSo,18,28,train
calculating,4DbWAdxbd6E,208,218,train
stacking dice,4Df2UONuaHI,15,25,train
chiseling stone,4E9yLNOpDxU,107,117,train
carving marble,4E9yLNOpDxU,28,38,train
pouring milk,4EApG8NfoAc,0,10,train
polishing furniture,4Ec0iSLbNSg,306,316,train
putting on sari,4EqCt1QCa9I,105,115,train
carving wood with a knife,4ErrIboq-3s,3,13,train
saluting,4EznIreR1Fs,5,15,train
brushing floor,4FFqYO14a8M,22,32,train
milking goat,4FaAxMI9BVA,219,229,train
mixing colours,4FgDX7AL0uk,93,103,train
filling cake,4FsoAT0JxW8,0,10,train
scrapbooking,4Fyt0CwjitQ,0,10,train
curling eyelashes,4GIuRaBEDSo,95,105,train
carving marble,4GJdPjiAzGo,400,410,train
swimming with sharks,4GnpRLLu-iI,0,10,train
playing mahjong,4Gv7RFn3Ey8,2069,2079,train
pulling rope (game),4H3uFvy4BWE,0,10,train
jumping sofa,4HItGUQgRk8,0,10,train
opening coconuts,4HOHmpcX1bo,34,44,train
curling eyelashes,4HmkXVsfKQU,0,10,train
curling eyelashes,4I0Ols8sz60,30,40,train
playing piccolo,4IE28VgJK9Y,7,17,train
doing sudoku,4ItziFAjW10,12,22,train
swimming with sharks,4J5E7bn6ZAQ,44,54,train
scrubbing face,4JGvfsLWpnc,218,228,train
dealing cards,4KUAaEiKx2k,60,70,train
scrubbing face,4Kq469Tv9-w,200,210,train
mixing colours,4LAZVxvZFQI,47,57,train
stacking dice,4LKEWDqmvfI,239,249,train
bending back,4LMqIhbAX-s,0,10,train
brushing floor,4LVVLfxSMrg,489,499,train
listening with headphones,4LduTCBHZ5A,50,60,train
filling eyebrows,4NXlw0N6UCU,0,10,train
decoupage,4Na3lmfu1Ug,488,498,train
steering car,4Ofv9xBQj8Y,0,10,train
scrubbing face,4OiwjB6Oino,156,166,train
playing rounders,4OoffdUNY54,12,22,train
pulling rope (game),4PPQneLq66o,27,37,train
brushing floor,4PgKykIsRX4,0,10,train
making slime,4Pj_QwxLCbY,133,143,train
seasoning food,4PuYamBI514,78,88,train
squeezing orange,4QPxuA6hI78,49,59,train
photobombing,4QUOnuFJmWE,0,10,train
carving marble,4Qxx61pkOHI,0,10,train
testifying,4RZswuCGPwM,1514,1524,train
filling cake,4RpQkXRBQPA,223,233,train
being in zero gravity,4SAFdDYkHvc,23,33,train
mixing colours,4SASgycLvkA,143,153,train
pulling rope (game),4Su1n8jDZag,0,10,train
playing with trains,4TGvwXEMutw,605,615,train
curling eyelashes,4TGzIuIidGI,0,10,train
stacking dice,4TQM0hh_-0k,40,50,train
squeezing orange,4TV3HJ3TS6Y,0,10,train
treating wood,4URoXouSfg8,53,63,train
blending fruit,4Uh34Y0pL5Q,27,37,train
herding cattle,4V8ZFEt5VJE,0,10,train
blending fruit,4VK640r-vKA,278,288,train
stacking dice,4VO7z2edkFA,13,23,train
laying stone,4Vnlw9-ad2E,177,187,train
jumping sofa,4VuQlSf51_U,15,25,train
looking at phone,4VxRBU82sTo,42,52,train
putting wallpaper on wall,4W5A5t7zOpk,168,178,train
skiing mono,4W9i6aUHeE0,0,10,train
seasoning food,4WAM0KMLOrI,36,46,train
steering car,4WE86X9319w,0,10,train
steering car,4WIn7511pD0,8,18,train
laying stone,4Wka2cKNXW8,87,97,train
steer roping,4YyCVdtL3Bk,0,10,train
listening with headphones,4Z2OAT40vYw,36,46,train
listening with headphones,4ZBLcZfAPZs,9,19,train
twiddling fingers,4ZDH7I9Vl38,2,12,train
putting wallpaper on wall,4ZLVfjPVTdY,0,10,train
stacking dice,4ZUHjLOMzKQ,0,10,train
ski ballet,4Zf5XrFHp4k,24,34,train
surveying,4_MXdKmlMJg,228,238,train
eating nachos,4_Ub0iDXDUc,76,86,train
letting go of balloon,4_hBeixrwH0,0,10,train
steer roping,4_hZbm2-B6s,0,10,train
brushing floor,4aT7d0b-5BU,0,10,train
curling eyelashes,4ax7y5A7OqM,116,126,train
putting wallpaper on wall,4b2QKnEj2ss,0,10,train
picking blueberries,4bMYVmHxDRM,636,646,train
testifying,4bqKpdAsH74,184,194,train
steering car,4cQkbOuyTYk,0,10,train
making slime,4d67efPCc5A,524,534,train
waxing armpits,4dOhhNIpQ34,571,581,train
cutting cake,4eVkR9eAaVE,0,10,train
mixing colours,4eagFVomQA0,0,10,train
closing door,4f0khYi_NyI,31,41,train
making slime,4fKoD0T0Fbs,46,56,train
making slime,4g3v7AWGPu8,458,468,train
listening with headphones,4gAAp_cPkEE,96,106,train
saluting,4gT7pLJe0SE,25,35,train
decoupage,4gY3J_rJ24Y,71,81,train
sucking lolly,4goeIQiepRo,184,194,train
stacking dice,4gzSJ0WLK_E,23,33,train
spinning plates,4h5e6pmyqHE,0,10,train
putting on sari,4hHRIDcMDP4,229,239,train
jumping sofa,4hKMvZaUKKc,8,18,train
home roasting coffee,4hdVD2_Qldg,389,399,train
filling eyebrows,4iEJuf3igBo,13,23,train
letting go of balloon,4iaJRUFQ870,0,10,train
chasing,4jIo6ROFuP0,19,29,train
shopping,4jr-KhJMhYg,46,56,train
